coGN_ReadoutComponent1_Feature62_fold0,coGN_ReadoutComponent2_Feature1_fold0,coGN_ReadoutComponent5_Feature7_fold0,coGN_ReadoutComponent1_Feature73_fold0,coGN_ReadoutComponent1_Feature117_fold0,coGN_ReadoutComponent1_Feature71_fold0,coGN_ReadoutComponent1_Feature3_fold0,coGN_ReadoutComponent2_Feature47_fold0,coGN_ReadoutComponent4_Feature62_fold0,coGN_ReadoutComponent3_Feature47_fold0,target
-0.9852603,-1.7133749,,-0.9718015,-1.0400672,-0.98204064,-0.8748056,0.20129248,-0.315431,0.6933239,0.92
1.785071,-2.8836708,,0.47651547,1.0825491,0.19185188,-0.4736498,0.7418094,-0.019987464,-0.51832706,1.44
0.29267552,-2.365047,,-0.4532787,-0.8699904,-1.4764807,-1.0964936,0.8481355,,-0.11443464,1.64
-0.49953917,-3.058327,-0.43638387,1.102541,1.2632978,-1.7519131,-0.8543259,0.6435888,0.076464504,-0.65128636,1.54
0.30537376,0.30027416,-0.41079408,0.6815541,-1.961053,-2.1101508,-0.6272236,-2.015531,-0.25081062,-1.4974899,0.64
0.34293243,-3.3219936,-0.1521228,-0.3144021,-1.0358722,-0.10569245,0.17585891,-0.38595632,1.3200911,3.2251859,2.5
0.53042567,-0.5794371,,1.2624454,-2.287688,-0.9432363,-1.9419371,-1.7214516,0.14866775,0.41306013,0.94
6.573778,0.39072627,-0.3949195,-5.8508863,8.477864,1.4633688,1.4323676,-1.1671227,-0.1433298,-0.24631861,1.66
7.7025437,0.9302074,,-1.96891,0.86149776,-0.09038551,1.8446958,-2.5636723,-0.18300243,2.2640948,2.68
-0.6861021,-0.39926583,,3.7147706,-1.6766176,-1.1539218,-1.1652625,-0.8320009,-0.15444303,0.107756265,1.02
0.5442396,-1.4162146,-0.27945122,-1.2442447,-0.24050586,-0.7289364,-0.75931,0.051838182,-0.9841074,0.00058316067,1.54
8.269013,-0.14417101,,-0.30197233,-0.8414516,-0.8411657,1.0067977,-1.2960567,3.5192344,5.278328,3.22
6.528452,-0.6694905,-0.4481727,-0.7836465,1.8945011,-0.6178318,-0.5673005,-1.0439172,-0.16583154,-0.102240026,1.6
9.898697,-0.69930774,-0.49035048,-1.2855018,3.6957672,1.5166283,1.9512994,-1.5659631,1.8808818,-0.06843853,2.26
2.317393,0.8114269,,-3.0187554,1.0749034,0.47905728,-0.34748372,-0.9471749,-0.25986618,0.018961642,1.74
-2.0409148,-2.4225886,-0.39844558,-1.8961532,0.4141703,-0.75998527,-1.0475434,-0.2339017,-0.22760579,-1.5324284,1.5
-1.7527741,-2.1769793,0.84699947,-1.7818536,-0.007196646,-0.03876084,-0.7138542,-0.34802452,0.2718483,-1.4592278,1.6
-0.13339333,-1.3269295,-0.37172392,-1.5142895,-0.16555351,-1.4597307,-0.92893445,0.6352347,-0.038133185,-0.94295084,1.22
-2.0280776,-0.0100774765,0.00706318,-2.7101493,0.7696713,-0.35432547,-0.87929523,-1.7373825,-0.2118356,-1.7181405,0.84
5.7936435,-0.80443,-0.45087922,-3.0509,6.206247,1.5611409,0.62176526,-0.8564584,-0.17044929,-0.33851272,1.84
-0.36579263,-1.1917595,,4.95416,-2.0927136,-1.0075936,-1.6999127,-0.105257004,-0.18838671,0.7962662,1.38
6.1971226,-3.6043646,,-1.9477638,1.7523826,0.18197015,-0.12897608,3.0747678,4.081713,6.032339,4.08
1.4807842,-0.21755613,,0.59961784,-1.6361558,-2.0117629,-0.9317505,-1.3016284,-0.35414678,-0.6142149,0.54
0.56559217,0.91989154,,-1.4337156,-0.14437798,-1.5199605,-1.1766188,-0.88064444,-0.43985936,-1.5545907,0.88
-1.7579451,-3.0429614,-0.0864912,0.36894205,0.7780981,-1.2236632,-1.3730528,0.10156821,-0.29697293,0.48453343,1.6
2.1673923,-1.1663133,,4.5619826,-3.6523466,-1.499444,-1.6228964,-1.6184897,0.76975447,4.4457164,2.24
-0.94860286,0.12033847,-0.31379005,0.36699775,-0.36895233,0.034631014,-0.46806586,-1.6653612,-0.15000719,-0.015937703,0.72
6.1114244,-0.2569374,,-3.1818323,4.0897155,0.09309646,0.8829198,0.5926827,,0.48691788,2.18
1.2779207,-0.8433669,,-3.0319781,0.98267233,1.0813675,-0.6822743,-1.4588186,-0.0889914,-0.1300862,1.76
14.250884,-0.36623743,-0.4303624,-1.6008079,7.668932,1.5971557,4.7742867,-2.4325688,2.5119987,0.59744185,2.98
2.804076,-0.9585736,,-0.5032057,-1.7153598,-0.46990696,-0.6631507,-0.25162336,0.45720488,3.6164854,2.18
6.401349,-0.81290257,,-1.472119,5.379124,0.44426495,0.17248139,-1.0055437,-0.22264478,-0.61565965,1.7
-0.9150874,-3.0567043,-0.31775343,2.1197197,0.61876464,-0.7386268,-0.67212677,0.052981943,-0.32355788,0.1356137,1.6
2.763379,-1.2430551,-0.13582857,-5.748786,6.5888743,1.1961012,0.19312629,0.40402547,-0.16159172,-0.9578074,2.2
2.1804516,-1.6801329,-0.5399879,-2.0466943,1.8545389,0.014916859,0.073315285,-0.123160794,-0.3025424,-0.5142877,1.88
1.2056575,-0.85463667,,-1.095392,0.9349124,-1.4452211,-0.9556634,0.7623843,0.97654265,4.006867,2.34
-0.64013076,-1.3296683,,-0.15020329,-0.9221189,-1.0449252,-1.4311024,1.8345312,0.53863,2.2599165,2.06
-0.46427685,0.029232517,,-0.77631164,-0.7627261,0.85156816,0.9408408,0.4943714,3.389653,5.4940815,3.0
2.3007703,-2.1346493,-0.34970897,-2.9928935,2.4621704,0.20776683,-0.08570941,-0.38295183,-0.22493596,-0.5344772,1.72
-0.8103661,-2.9563642,-0.35820666,0.53294736,-1.8573335,-1.8368268,-0.63911915,-0.08795376,-0.37748736,-0.6470891,0.72
-0.9076642,-2.545448,,0.8877708,-0.64537376,0.39108196,-1.2350031,2.2671301,-0.14719471,1.3380783,2.1
-0.97983694,0.34173557,-0.32586065,-0.9854871,0.9008929,-1.8955618,-1.0073879,-0.8432819,-0.14885928,-0.28193438,0.44
-0.49291813,-1.1662028,,2.0781238,0.59522927,1.3741353,-0.09804241,-1.0550486,0.14854732,-0.039862372,1.66
-2.132646,-2.6104796,-0.3757179,-2.1016483,0.41628462,-1.3072022,-1.4470763,-0.26751325,-0.26119614,-1.6151855,1.34
5.4536138,0.3533887,-0.3086112,-0.4170386,3.0420897,0.26355395,1.3218164,-1.7437705,-0.12803283,-0.2976018,1.0
-0.7883214,-1.7097987,,0.22379214,-1.3165847,-2.1368985,-1.016284,-0.07572462,-0.9316365,0.086153165,1.24
4.121455,-2.7587068,-0.49151498,-0.9088556,1.7624159,0.33737063,0.5851952,0.5664505,-0.9978699,-0.5438546,2.16
0.48980838,-2.1900508,,-0.6328144,-0.59580314,-1.204615,-0.8856756,2.9461977,-0.06336772,3.018627,2.62
3.0855112,-1.6509736,-0.39246574,-1.239575,-0.31051004,-1.0289721,-0.5043635,-0.9459456,-1.0182723,-0.47712958,1.18
-1.1228296,0.44738472,-0.12096815,-0.3453629,-1.3640516,-1.3466804,-1.8382448,-0.5727765,-0.56725127,0.034743305,-0.1
0.5120248,0.35162687,,6.7369547,-1.3649353,-1.0603012,-1.0839138,-1.8695152,-0.9086832,0.39166403,0.84
3.5554655,-1.7944549,,-2.0570037,0.67715997,-0.90510666,-0.800803,-0.4964845,-0.07890272,-0.037855305,2.02
1.9673774,-1.8647597,-0.39387724,-2.0522184,0.7233655,-0.962942,-0.86019003,-0.5325639,-0.31637326,-0.041158736,1.6
0.12257342,0.7945043,0.16978154,-1.091138,-1.2006714,0.2858665,-0.88965374,-2.1146765,0.17518815,-0.111262664,1.36
1.0622833,-0.09083976,,0.3817699,-1.7975862,-2.0425906,-0.7671816,-1.6225206,-0.29548338,-0.741213,0.4
-0.25684315,-1.1662164,,-1.0746831,-1.0259397,-1.3072345,-1.4213395,0.065441206,-0.31790376,-0.49354425,0.28
-1.2777494,-0.25337243,-0.34565717,2.3171916,-3.2612624,-2.3812332,-1.4032836,-1.7422354,-0.03427941,-0.3450927,0.42
4.3219676,0.521947,,-0.49867874,-1.8891306,-0.63565683,-0.6457807,-1.2446846,,-0.08556658,1.16
1.9177864,-1.7762146,,-2.7294457,2.2955947,1.081706,0.032090858,-0.65380543,-0.13099569,-0.5073763,1.64
-0.7025625,-0.9320942,-0.4933505,-0.73231655,-1.0969968,-1.4841754,-0.8229425,-1.5733148,-0.2720473,-0.11141147,1.02
2.9846735,-2.026023,,0.35538235,-0.6128799,-0.35597113,-0.6348029,-0.4338524,-0.30051255,-0.7679209,1.28
-1.5445201,-2.7046251,0.1663754,0.23896053,-0.27394143,-0.9406702,-1.0392493,-0.015322417,0.23777871,0.040979166,1.34
0.6717912,0.4601034,,1.6374401,-1.8755716,-2.105813,-0.94787216,-2.2741454,-0.24755637,-0.64474624,0.14
4.3180256,1.1467701,,-1.859223,1.0660826,-1.1559011,-1.2889664,1.6083374,,0.26132426,1.94
7.226304,1.1376592,,-1.4539309,1.2852329,-0.8033688,0.68059564,-1.6972413,,1.8155448,2.48
0.49422315,0.23062308,-0.3706361,0.5228671,-2.8951316,-2.0121272,-1.2467071,-1.8061327,-0.104694985,-1.1822288,0.6
4.4811807,0.09030606,,-1.407898,1.1946511,-0.93071735,-0.8513589,-2.4250321,-0.27588183,-0.58206254,0.74
-0.5286477,0.31093937,-0.10264173,-1.5850267,1.6758024,0.99418205,-0.09448744,-1.8079668,-0.07700077,-1.4818457,1.12
-0.5831563,-2.1361675,-0.5008211,0.3106246,-1.5090415,-1.6508079,-0.88863,-0.42279336,-0.19598019,-0.38317686,0.88
1.8065647,0.12563542,-0.21417952,0.17179118,1.0956157,-1.4111127,-0.7077328,-1.4377534,-0.2927195,-0.22232541,0.52
3.9919477,-1.3186102,-0.19943523,-3.1020644,2.4041564,1.6664768,0.094350345,0.34433523,-0.07720815,0.12788711,1.62
1.2342806,-0.6131721,,3.0113533,-2.1634703,-1.2326115,-1.6861479,-0.5283699,-0.23882525,0.035996653,0.52
0.5778349,-2.7640367,,-1.341226,-0.18608086,-1.37282,-1.2179939,-0.1797886,-0.43845624,-0.04418454,1.3
2.0508428,-2.3981862,,2.994804,-0.7966938,-0.8216752,-1.2923733,-0.2768491,1.1547039,2.9160042,1.84
-0.68154883,-2.4131093,,4.40114,-1.3011631,0.25792578,-0.68919545,1.9477972,-0.37421006,0.6747746,2.1
7.8145857,1.2833164,-0.34521097,-2.2849991,6.5370493,1.3631622,1.4094317,-1.68042,-0.090268895,-0.32949537,1.58
-0.6265039,-0.67738163,,-1.022271,0.90896016,-1.4516364,-0.80756193,-1.3129581,-0.7906133,1.0615623,1.6
-1.1277912,-2.7659566,,2.1991441,-2.7096329,-2.3250456,-1.5504456,0.3395326,-0.52736187,0.83510834,1.6
1.8699739,0.6094624,,0.19708991,-1.1984771,-1.4949694,-0.17641559,-1.3214645,,0.17705312,1.3
4.649752,-1.4165559,-0.22544491,-0.96304846,0.6624882,-0.8964258,-0.19342732,0.27463734,-0.26767877,-0.3435455,1.2
-1.1107256,-1.1326325,,2.2900577,0.47958314,-0.17873277,-0.58145946,-0.5738764,-0.20979096,0.13509977,1.5
3.0943866,-1.8309245,,-1.9811307,0.61562407,-0.32385758,-0.5701659,-0.5324784,-0.100688756,-0.052067038,2.0
1.3107201,-1.8933063,-0.3369282,-1.9522495,0.805031,-0.4676705,-0.47954988,-0.48790216,-0.35226676,-0.07314973,1.68
0.69398737,-0.69043314,-0.24378622,-1.2433305,0.6109921,-0.7748549,-1.077399,-0.5737098,-0.78992265,-0.32576764,1.06
1.2381955,-0.43586612,0.17211312,3.4835284,-0.4174449,0.755923,-0.953749,-1.2289696,-0.17156665,-0.04859156,0.56
-0.6556792,-0.096767604,-0.27494517,2.3280969,-3.3378634,-2.38548,-1.6084412,-2.700924,0.5762497,-0.38416833,0.62
-0.4121284,-2.7860436,,0.5589397,-2.8181915,-1.7645932,-1.0382624,0.043500096,-0.3083002,-0.7286005,0.7
1.8276467,-2.0744865,,-0.54271305,2.7693892,1.233435,0.018385842,-0.16911873,-0.12284696,-0.4601509,1.5
-0.36083853,-4.2339673,,-0.54977024,-0.40600342,-1.3615279,-1.0593818,2.19924,-0.49396926,3.9920883,2.48
-0.28213745,-1.5422698,-0.042305738,-0.21267696,-1.5416136,-1.0163221,-0.9404848,-0.4882003,-0.170822,-1.4961216,0.96
-1.9330246,0.73191625,-0.44127804,-0.90800416,-0.28846934,-1.7169263,-1.195331,-1.0378766,-0.012620273,-0.064469345,0.72
3.421595,-0.26967546,-0.14800577,-1.6826415,-0.17843476,-0.7485306,-0.6133387,-1.4729551,0.49736452,1.6233486,2.3
-0.5495161,0.603028,,0.7145956,-1.998203,-2.156548,-0.7711532,-1.2730044,-0.22073819,-0.5354938,0.18
2.6980195,0.9959329,,-1.9169999,0.8771961,-1.0572851,-1.1660908,0.3185005,0.004896052,0.95880044,1.82
2.9474957,-1.6893121,-0.31330281,-1.3335905,0.856793,-0.7790453,-0.8140328,-0.86401916,-0.311564,-0.4891291,1.08
7.8379908,-2.9711912,-0.3549837,-5.8800244,8.463884,1.5057,2.582725,0.083079755,-0.8982179,-0.5947698,2.82
1.1248515,0.8347434,-0.4233523,-0.011605635,-0.7189444,-2.2049997,-0.76970243,-1.6157097,-0.9648328,-0.5710163,0.76
0.8162666,0.26637304,,6.565202,-1.3844748,-0.88888484,-1.2178487,-1.8405745,-0.20262352,0.40441534,0.94
-1.422414,-0.12580803,,2.4017498,-3.2750108,-2.5017946,-1.3828299,-1.1338811,-0.07797149,2.2679293,1.24
1.6885728,-2.7209032,-0.039179854,-1.9028071,1.6566657,-0.0849695,-0.2505294,0.1341391,-0.910295,-0.40670386,1.62
9.0349455,0.13954687,-0.41233653,-2.3524053,4.8268843,1.3225074,0.7939561,-1.3788638,-0.31681526,1.1293192,2.26
7.1601634,-0.91382176,-0.4410988,-0.5239818,2.595641,0.24188128,-0.042092618,-1.5899926,0.22578049,-1.3130141,2.1
3.0471575,-1.236845,-0.38148728,-1.9940588,1.5490394,-0.953928,-0.1505954,-0.4516483,-0.80157286,-0.3527913,1.9
-0.57313097,-1.6207999,-0.36416417,0.25679702,-1.4055247,-2.082443,-1.0508773,-0.74957573,-0.93674904,-0.613063,1.02
0.551454,-1.2903376,-0.112684384,-0.22905025,-1.0607986,-0.9294889,-0.444656,1.6971625,1.1436977,0.44509524,1.72
0.55934083,0.094156384,,-0.14515477,1.4234738,0.13290212,-1.4332973,1.3201172,0.42357168,2.4773977,1.98
-0.85151833,-2.0531,-0.22581467,-0.8101328,-1.4106991,-0.82441366,-1.3967755,1.9768095,0.12295692,1.4153607,1.44
3.3178537,0.6927041,,0.0980245,-1.0270815,-1.5323305,-0.31341386,-1.5524477,,0.2510847,1.4
-0.107502714,-1.6634051,-0.10096812,-0.35072374,-1.7038743,-0.60733783,-1.1427988,-0.49987805,-0.13589674,-1.7840351,1.0
-1.2279809,0.04362379,,-0.8619123,-0.90911317,-1.6353412,-1.0556862,-1.6253778,-0.23504823,-0.68665415,0.88
-1.4968162,0.21710563,,1.5724676,-0.42287326,-0.9647255,-0.866427,-1.5988601,-0.35243762,-0.10338817,0.48
-0.43683904,-1.7585136,-0.40743548,-1.062417,0.4797894,-1.8051479,-0.98046434,-0.4588452,-0.26123312,-1.7871015,1.12
2.5896177,1.2273117,,7.9235296,-2.1448324,-0.9247156,-1.8078163,1.6389804,,0.806972,1.26
1.6241791,-1.2509731,-0.37949654,-1.804788,1.3424156,-0.56793016,-0.022115849,-0.55948406,-0.60061544,-0.4559725,1.9
1.9810305,-0.6637244,-0.2090188,-1.4309126,0.06420804,-0.79805005,-0.9098577,-0.08080057,0.54474175,1.6949368,2.16
2.5768344,-0.28921956,,1.86894,-2.7595124,-1.9980693,-1.6747711,-1.106139,-0.27242267,-0.57857484,0.16
-0.8437662,-1.7244796,,-0.51265013,-0.7318127,-1.3013321,-1.2091353,3.3463228,0.6365769,3.3775218,2.58
0.8779567,-0.5465511,-0.15752,-1.886285,1.5730345,-0.11408103,-0.5345071,-0.370904,-0.17202657,0.1499438,1.16
0.5695411,-2.9079587,-0.034568578,-1.4876088,0.08831952,-1.4492995,-0.99240446,0.115243465,-0.96428883,-0.6063208,1.44
7.7620716,-1.1918765,-0.49428603,-2.9432824,4.203736,0.0113096535,1.5555811,-1.1433496,-0.119911954,0.4010486,2.3
2.168704,-0.2961457,,-0.9774733,-0.51702875,-1.5372777,-0.20901427,-0.28503242,0.104249954,2.3386257,1.8
0.4528174,-4.469128,-0.057204828,-0.90038365,0.6550027,-1.3784217,-0.8494234,1.2615256,-0.7859651,-0.10504624,1.66
0.46057257,-2.4975939,,-3.6120172,4.2429385,1.3073123,0.49330348,0.11754425,-0.3074673,-0.10057641,1.82
6.9396544,0.11922005,0.033395857,0.3140258,1.1875762,-0.7700463,-0.20837092,-1.1513866,-0.8911163,-0.14394149,1.06
0.10166445,-0.04644542,,0.27598825,-1.8770275,-1.3816614,-0.8080676,-1.5454558,0.094675824,0.40630537,0.98
6.7494535,0.061360016,-0.32218736,-0.10516392,-0.7979539,-0.31550065,-0.026673447,-1.6406982,0.08432227,1.28014,1.82
1.0084549,-0.5804954,,-1.0875984,-0.8416848,-0.08302653,-0.052718297,-0.8573773,0.6731453,1.1009359,1.46
-0.72800934,-2.9392288,,-0.79193646,-1.0684155,-1.6588184,-1.1914369,0.06275982,-0.24823202,-0.061091557,1.18
0.21083541,-0.9116143,,-1.2297956,-0.90740305,-1.2461512,-1.1916803,-1.6373072,-0.33721787,-0.75265515,0.56
6.1127353,-0.70511246,-0.31175852,-1.480915,4.437687,0.49541265,0.31680778,-1.0258168,-0.10839512,-0.04646136,1.84
1.33126,-4.3063784,-0.17499566,-0.14623329,-1.0796169,-0.6580946,-0.40474796,1.4725055,-0.18819705,-0.43718287,1.12
-1.4028391,-2.3278928,,-0.4052252,-0.2186347,-1.6689212,-1.2827297,3.3668203,-0.37862664,2.403153,2.14
8.455019,-2.3310661,-0.36619458,-3.2191973,4.37374,1.8132863,2.122831,0.8239587,3.2043295,1.6730915,3.02
2.7020524,0.49599934,-0.2861898,-3.074921,4.8168736,0.03639793,-0.28448617,-2.2728448,0.06750985,-1.4851543,1.2
2.070381,-1.0485872,,0.3092162,-1.3272746,-2.0221899,-1.386522,-0.49316585,0.42465758,1.8627266,2.1
-0.37058982,-1.0349463,-0.45562342,0.3798971,-1.7070359,-2.0730436,-0.6171268,-1.5583153,-0.17274615,-1.352405,1.12
-0.5563015,-0.1909399,-0.061369747,-1.3460287,0.056975815,-1.2688528,-0.52460235,-0.8651304,-0.8166158,-0.38378018,0.82
-0.016087422,0.5737217,-0.39174473,-0.018617142,-0.67312086,-2.2100568,-0.48723057,-1.3042357,-0.33658394,-1.6347017,0.6
-0.02778257,-1.4777825,,3.206246,-1.378446,-1.0971607,-1.0757475,-0.7216603,-0.9242023,-0.00024068216,1.2
7.0624824,-2.7747972,,-4.24199,5.35953,0.50600696,-1.2478068,0.6810026,-0.21490562,-0.6141874,1.98
0.24173385,-1.9500785,-0.5718586,-1.7872624,0.7728547,-1.1662134,-1.5351218,0.1074622,-0.29504836,-0.47571504,1.24
-0.5601809,0.17980155,,0.2611121,0.112002656,-1.1232153,-0.9970844,-1.5589122,0.043537438,0.60289127,1.44
-0.56838644,-1.0739179,,-0.49575984,1.2169305,-1.3968506,-0.9369837,0.95918506,-0.60613716,0.28503823,1.56
8.379846,-1.002334,-0.42978114,-2.3156939,5.1233425,1.3576385,1.6969801,-0.7561086,-0.71338814,-0.46835542,2.3
0.15501314,-0.86726916,-0.2807653,-1.0166149,-0.044208393,-1.7261012,-0.8860827,-0.18298183,-0.11422925,-0.28540915,0.7
3.3837245,-0.042796224,,-2.1889012,1.3546369,-1.0938069,-0.3556463,0.8847629,-0.11554974,1.7353212,2.3
5.8970666,-1.3976934,0.024522573,-1.7630104,0.82520247,0.7350582,0.3607931,-2.1120808,0.6096269,1.4264296,2.5
2.847786,-0.31796128,-0.5301054,-0.03722977,-0.7589314,-1.5104921,-0.41386962,-1.1882797,-0.89474165,-0.59444,1.04
0.03093341,-1.4626979,,0.05125168,-2.140367,-2.292676,-1.8429854,-0.13246652,-0.30876487,0.76180005,1.32
4.915767,-4.4640956,-0.006394297,-2.161262,2.3056087,1.4618694,0.19307807,1.7139305,-0.011084057,-0.3734791,1.94
-1.8783562,-2.5926573,,2.2760873,-3.2512417,-2.469849,-1.462865,1.041123,-0.3892594,0.17049353,1.02
0.5321702,-0.84507036,-0.45213357,0.3564111,-0.884869,-2.060764,-0.3533546,-1.0677462,-0.3939434,-0.40754429,0.64
-0.30232975,-0.06801005,-0.44548002,-1.4685891,1.2276762,-0.90881646,0.33827278,-1.2641021,-0.53326,-1.405235,1.08
0.084421694,0.5977096,-0.30380774,0.09060758,-2.1556222,-2.405632,-1.654628,-2.2101843,-0.15356132,-1.3493677,0.46
8.878126,0.2096118,,-3.102908,4.632551,1.5242456,1.6091654,0.29008865,,1.7276982,3.1
5.0680385,-2.664738,0.19880679,-3.3050687,6.0968747,0.49028477,0.22088926,0.69448996,0.014581572,-0.33403182,1.98
-0.28313717,-2.5293982,,1.2571745,-1.0716075,-0.43801793,-1.2134963,2.7044492,-0.11090001,2.8925824,2.26
-1.7669076,-0.39939058,-0.085710645,0.06735736,-1.5970403,-1.2561172,-0.9832764,-1.1935436,-0.1882432,-1.5315409,0.58
-2.094572,0.6112707,,0.69681454,0.66234654,-1.0116752,-1.4916942,-2.1849349,-0.8811215,-0.20857018,0.98
3.3709645,-2.4479358,0.6072968,0.49219942,-2.8919513,-0.76832527,-0.900116,1.3154389,4.804219,1.4647517,2.1
0.76326394,0.61654985,,4.3538,-1.5122347,0.8308766,-0.8538522,-2.263454,0.052951783,-0.036596157,0.74
2.3820543,-1.5012045,-0.40450785,-0.11717096,-0.977965,0.8391257,-0.9621259,-0.89591664,-0.18587707,-0.09912093,1.24
-0.6400021,-1.5565782,,-1.1201773,-0.9047994,0.38499326,-0.5812544,1.9823077,0.79104286,3.1753447,2.32
-1.0982585,-0.045760743,,3.8763542,-1.1989594,-0.6210089,-0.7894,-1.0612283,-0.1818866,0.30890745,1.3
9.01233,0.036968186,,-5.8342066,9.209092,1.341576,1.068161,-1.1052473,0.084991515,0.43994513,2.62
-0.8521723,-1.5226644,,1.4131657,0.061947785,-0.17871913,-1.032243,-0.34004074,-0.2833554,0.14904954,1.46
3.7404528,-0.732051,0.49831775,-1.6955897,2.1060424,1.2316251,-0.6233221,-0.47213283,-0.8500187,-0.36483112,1.42
-1.7324612,0.8645605,,-0.5065809,0.75837946,-0.10172724,-0.40840006,-1.1846067,-0.9945202,-0.12970448,1.08
-1.8810712,0.4145838,,2.26373,-3.4543889,-2.5265932,-1.4986984,-0.8660408,-0.33338782,-0.14830302,0.14
10.722193,-0.05200489,-0.4002142,0.024806868,15.111573,0.30914718,6.2353325,-2.0526793,0.9658586,0.0566955,2.28
1.9537382,-1.3799993,-0.080928385,0.8964758,-1.3735594,-0.32175788,-1.2473503,-1.1639134,0.036101215,1.3890511,1.5
2.2661698,-0.25693357,-0.35234123,-1.2494493,1.9049194,-0.90178585,-0.30767888,-0.92253983,-0.3528524,-0.20329154,0.82
0.4797149,0.6523845,,-0.5201718,-1.8749244,-0.10224871,-0.10925311,-2.3685334,0.27412885,0.035368577,1.22
0.19705653,-1.2177473,-0.41077083,-0.12955049,-0.7730765,-2.181328,-1.072201,-0.5826069,-0.4371843,-0.604666,1.0
-1.2814462,0.80258965,,0.2994971,-1.1535231,-1.4475691,-0.68108666,-1.793987,-0.39341784,0.0009669708,0.62
1.2392638,-0.62061703,,7.1300344,-3.702831,-2.0912073,-1.4567183,-1.148675,-0.067480534,-0.050643846,0.82
6.160895,-3.1685014,,-1.4670484,1.2460591,0.9220687,0.52363765,1.4572483,4.933895,6.9256463,4.24
12.767456,-1.0714722,-0.41623425,-3.1129196,20.777683,2.0180655,10.390035,-1.4376144,0.6369284,0.15890983,2.96
0.8915901,-1.1169821,,-1.0973889,-0.78453785,0.300235,-0.8377343,2.496189,0.31002665,3.3821704,2.2
2.4466825,0.8324292,-0.30682573,-2.1865191,1.49447,-1.0909969,-0.81095487,-1.9654711,-0.2365746,-0.37155968,0.98
0.40823078,0.25126517,,0.65259284,-0.29596153,-0.0011520833,-1.3872931,-0.8265679,-0.36299035,0.71797746,1.86
9.702408,-0.60488975,-0.48241603,0.092588596,12.532726,0.04259605,6.6054354,-1.7722331,0.56407404,0.013205439,1.78
2.760859,-3.5224063,0.02705114,-0.7675513,0.50302047,0.42410517,0.081649825,0.24235755,1.9654126,2.0329201,2.84
3.6836307,-1.1355466,-0.2867223,-1.288053,-1.0618086,-1.1552749,-1.5234008,-0.86150587,0.15610869,1.352766,1.86
0.93671525,0.8434467,-0.32243365,-1.7758442,0.93313456,-0.6248164,-0.50942117,-1.7755266,-0.30301222,-0.35929424,1.04
0.10958221,0.37430105,-0.21615969,-0.26200193,-1.2981178,-1.2293664,-1.4647294,-0.94555664,-0.10498113,-1.1270775,0.82
0.5334221,-0.25754157,,-0.9885243,-1.4937842,-1.1447042,-1.3395879,-2.4179862,0.88256997,1.5679767,1.24
5.4657397,-0.2408366,,-0.7506878,2.434767,0.2995525,1.5992761,-2.0424252,0.73138565,0.8760071,2.34
-1.9144211,0.07639658,-0.33171463,-0.8466505,-0.38228196,-1.6029755,-1.1599689,-1.4648063,-0.006966389,0.67108476,1.3
0.6899199,-2.068408,-0.18326461,-0.58829445,-0.9341148,-1.4849507,-0.6376794,0.7381469,-0.18706876,0.3283576,1.5
-2.0593646,0.63474804,,-1.1427342,-0.14770871,-0.54626817,-0.86134756,-1.2330519,-1.0152476,-0.17198744,0.84
0.8737671,-0.14368233,,-1.5013549,-0.15528232,-1.38461,-1.0144042,-0.5284038,-0.25078982,-0.72505486,0.64
1.5962664,-1.428324,,-0.78491426,1.3331513,0.42602348,1.1428254,1.2700155,-0.44410086,1.519098,2.5
7.8714986,-3.7433412,,-3.0683641,6.505091,1.8829082,1.9469858,0.20247641,1.8171544,1.6869915,3.26
3.0538287,-1.0325357,-0.4488048,1.8450911,-2.807188,-1.9160906,-1.639653,-1.5620942,-0.4150985,-0.51406616,0.7
0.08960229,0.99600405,-0.5518656,0.41666767,-1.7942494,-1.6965222,-0.6207271,-1.4472843,-0.23529509,0.18044426,0.84
0.15104571,-2.0851064,0.053388596,0.84013927,0.99521905,1.1259367,-0.18700133,-0.5075348,0.14557776,0.14389703,1.42
0.09551192,-1.8875351,,3.313287,-0.5012014,1.0927628,-0.20673916,-0.659172,-0.112831205,0.12959301,1.4
5.66609,0.14716662,-0.40170503,0.19104181,-0.8209505,-1.2511127,-0.86689734,-1.1387717,-0.39645985,-0.289761,0.6
9.032323,-3.4129703,-0.22182235,-2.9215784,4.2170305,1.0934602,3.3613253,0.7733884,4.8216743,3.8472729,3.58
-0.97541106,0.81667787,-0.09214103,-1.2980821,-0.2298351,-1.5889859,-0.84164375,-1.534085,-0.9974975,-0.6093853,0.78
0.80554533,-2.624296,0.71632934,-2.2567906,2.443131,1.2604402,0.014716333,-0.3005111,-0.035954267,-1.5584708,1.7
3.6381645,0.33692867,-0.19876386,0.027587477,1.4928528,-0.3370718,-0.29014778,-0.63379735,-0.8162488,-0.26920286,0.98
0.8604851,-0.073507264,-0.29800707,-4.0054536,2.0159442,0.16378239,-1.4641002,-1.5770495,-0.30078778,-0.86695004,1.4
-1.3111475,-1.0250325,,-1.3456838,0.60910106,-1.1644963,-0.96498275,3.014604,-0.46905077,4.3312435,2.4
2.899837,-2.4152162,0.29604298,0.7026662,-2.0990534,-1.5585583,-0.3306014,0.61921513,3.6281903,1.8365234,2.0
