--- Feature Importance and SHAP-Feature Correlation (Fold 0) ---

Correlation Threshold for Meaningful Features: 0.1

Feature                                                      Importance      Correlation     Meaningful (Corr > Threshold) 
ORB_v3_initial_atom_embedding_6                              0.000371        -0.053954       No                            
coGN_ReadoutComponent4_Feature16_fold0                       0.000363        0.000000        No                            
MVL16_Bandgap_classifier_MP_2018_2                           0.000362        0.011819        No                            
ORB_v3_layer_3_117                                           0.000361        -0.031683       No                            
coGN_ReadoutComponent3_Feature101_fold0                      0.000360        0.067879        No                            
MEGNet_MatMinerEncoded_v1_734                                0.000359        -0.072270       No                            
MVL32_Bandgap_MP_2018_29                                     0.000356        -0.027158       No                            
coGN_ReadoutComponent4_Feature52_fold0                       0.000347        0.000000        No                            
coGN_ReadoutComponent3_Feature49_fold0                       0.000345        -0.071903       No                            
ORB_v3_layer_4_141                                           0.000334        0.037902        No                            
MEGNet_OFMEncoded_v1_103                                     0.000326        0.032291        No                            
ORB_v3_layer_2_98                                            0.000319        0.011543        No                            
coGN_ReadoutComponent2_Feature75_fold0                       0.000302        0.031273        No                            
MVL16_Eform_MP_2019_4                                        0.000292        0.076302        No                            
ORB_v3_layer_3_18                                            0.000278        -0.020656       No                            
coGN_ReadoutComponent3_Feature21_fold0                       0.000276        0.086152        No                            
coGN_ReadoutComponent3_Feature6_fold0                        0.000271        -0.059723       No                            
ORB_v3_layer_2_197                                           0.000253        0.095886        No                            
MVL32_logK_MP_2019_4                                         0.000249        0.010437        No                            
ORB_v3_layer_4_81                                            0.000244        -0.061736       No                            
ORB_v3_layer_1_70                                            0.000208        0.064319        No                            
ORB_v3_initial_atom_embedding_20                             0.000000        0.000000        No                            
