# c0 + a0 * (|(feature_8 * feature_1) - (|feature_3 - feature_1|)|) + a1 * ((|feature_25 - feature_11|) + (feature_13 - feature_7)) + a2 * (|(feature_22 + feature_8) - sqrt(feature_14)|) + a3 * ((feature_17 * feature_11) / (feature_15 + feature_11)) + a4 * ((feature_19 / feature_22) + (exp(-1.0 * feature_18))) + a5 * ((feature_22 * feature_12) * (feature_11 + feature_8))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.435796291814397; Max AE: 2.49653139739946
# Coefficients
# Task   a0                      a1                      a2                      a3                      a4                      a5                      c0
# all , -1.443390569561740e+00,  1.218332312919527e-01,  1.371338631148230e-02,  4.388198969647972e-02,  2.947917963344087e-01,  3.107622686621729e-03,  6.081313300103625e-01, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         7|0|mult|2|0|abd|abd; (|(feature_8 * feature_1) - (|feature_3 - feature_1|)|); $\left(\left|\left(feature_{8} feature_{1}\right) - \left(\left|feature_{3} - feature_{1}\right|\right)\right|\right)$; abs((feature_8 .* feature_1) - abs(feature_3 - feature_1)); abs((newdata$feature_8 * newdata$feature_1) - abs(newdata$feature_3 - newdata$feature_1)); feature_8,feature_1,feature_3,feature_1
# 1;  2; Unitless;                                         24|10|abd|12|6|sub|add; ((|feature_25 - feature_11|) + (feature_13 - feature_7)); $\left(\left(\left|feature_{25} - feature_{11}\right|\right) + \left(feature_{13} - feature_{7}\right)\right)$; (abs(feature_25 - feature_11) + (feature_13 - feature_7)); (abs(newdata$feature_25 - newdata$feature_11) + (newdata$feature_13 - newdata$feature_7)); feature_25,feature_11,feature_13,feature_7
# 2;  2; Unitless;                                         21|7|add|13|sqrt|abd; (|(feature_22 + feature_8) - sqrt(feature_14)|); $\left(\left|\left(feature_{22} + feature_{8}\right) - \left(\sqrt{ feature_{14} }\right)\right|\right)$; abs((feature_22 + feature_8) - sqrt(feature_14)); abs((newdata$feature_22 + newdata$feature_8) - sqrt(newdata$feature_14)); feature_22,feature_8,feature_14
# 3;  2; Unitless;                                         16|10|mult|14|10|add|div; ((feature_17 * feature_11) / (feature_15 + feature_11)); $\left(\frac{ \left(feature_{17} feature_{11}\right) }{ \left(feature_{15} + feature_{11}\right) } \right)$; ((feature_17 .* feature_11) ./ (feature_15 + feature_11)); ((newdata$feature_17 * newdata$feature_11) / (newdata$feature_15 + newdata$feature_11)); feature_17,feature_11,feature_15,feature_11
# 4;  2; Unitless;                                         18|21|div|17|nexp|add; ((feature_19 / feature_22) + (exp(-1.0 * feature_18))); $\left(\left(\frac{ feature_{19} }{ feature_{22} } \right) + \left(\exp{ \left(-feature_{18} \right) } \right)\right)$; ((feature_19 ./ feature_22) + exp(-1.0 * (feature_18))); ((newdata$feature_19 / newdata$feature_22) + exp(-1.0 * (newdata$feature_18))); feature_19,feature_22,feature_18
# 5;  2; Unitless;                                         21|11|mult|10|7|add|mult; ((feature_22 * feature_12) * (feature_11 + feature_8)); $\left(\left(feature_{22} feature_{12}\right) \left(feature_{11} + feature_{8}\right)\right)$; ((feature_22 .* feature_12) .* (feature_11 + feature_8)); ((newdata$feature_22 * newdata$feature_12) * (newdata$feature_11 + newdata$feature_8)); feature_22,feature_12,feature_11,feature_8
# Number of Samples Per Task
# Task, n_samples               
# all , 1694                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      ,  Feature 4 Value      ,  Feature 5 Value      
865         ,  1.660000000000000e+00,  1.182108961035230e+00,  0.000000000000000e+00,  3.883774056196338e-01,  3.292226138936044e+00, -9.997410492817547e-01,  1.144384597377813e+00,  6.050548670023746e+01
866         ,  8.000000000000003e-01,  1.426465748642063e+00,  0.000000000000000e+00,  9.747515489699916e-01,  9.063394931069588e+00, -4.935637453312666e+00,  1.255944725490357e+00,  1.356763302358020e+02
867         ,  9.800000000000000e-01,  8.553029393113796e-01,  0.000000000000000e+00,  1.208312310558610e-01,  1.113215040966881e+01, -3.229114724292185e+00,  1.568027939243935e-01,  5.639895520734154e+01
868         ,  1.660000000000000e+00,  1.790867642528174e+00,  0.000000000000000e+00,  4.326186635841694e+00,  2.564090629317442e+01, -1.676967406595656e+00,  1.104715364106025e+00,  1.672242971599540e+01
869         ,  1.880000000000000e+00,  1.671154773988918e+00,  0.000000000000000e+00,  4.786322667705761e-01,  2.415996565121540e+01, -6.344522290952009e-01,  1.434933459389525e+00,  8.953133253084347e+01
871         ,  1.640000000000000e+00,  1.305221853655869e+00,  0.000000000000000e+00,  1.623365131011936e+00,  1.720011337126321e+01, -4.793149281414111e+00,  1.516179368695201e+00,  8.628651328723121e+00
872         ,  1.600000000000000e+00,  1.425324631746520e+00,  0.000000000000000e+00,  3.107655939577932e-01,  1.904174376101248e+01, -6.516467587048270e-01,  5.202223131473657e-01,  1.266058536867871e+02
873         ,  1.020000000000000e+00,  1.237912710171223e+00,  0.000000000000000e+00,  4.974441430945959e-01,  7.888980240796307e+00, -1.765818960393256e-01,  1.279690737938522e+00,  2.944307013904135e+01
874         ,  6.600000000000000e-01,  1.249383470432916e+00,  0.000000000000000e+00,  5.395827609679986e-01,  1.851880306733590e+01, -1.869275455825351e+00,  1.103584671222140e+00,  2.518238382296633e+01
875         ,  1.520000000000000e+00,  1.859914799753192e+00,  2.000000000000000e-01,  5.525341467753035e+00,  1.092810466920919e+01, -5.608955654121988e+00,  1.187532021137034e+00,  1.974137648093043e+02
876         ,  0.000000000000000e+00,  5.512387135262575e-01,  0.000000000000000e+00, -2.600816045207113e-01,  5.013448076604462e+00, -4.892760229293422e+00,  1.863486538481836e-01,  2.117780109127510e+01
877         ,  1.280000000000000e+00,  8.787942302134918e-01,  0.000000000000000e+00, -5.333538388301809e-01,  1.218878192644351e+01, -6.803052947336829e+00,  1.265706793399459e+00,  3.021768603732185e+01
878         ,  1.999999999999999e-01,  1.441309419362839e+00,  0.000000000000000e+00,  1.523347900213104e+00,  4.879406085575205e+00, -3.176352127424243e+00,  1.265340469068647e+00,  1.116748100199812e+02
879         ,  6.000000000000000e-01,  9.416720759886060e-01,  0.000000000000000e+00,  1.923775206381403e-01,  1.072439419625098e+01, -7.080893734990652e-01,  2.289939519464557e-01,  4.073912934611952e+01
880         ,  1.800000000000000e+00,  1.532958589272138e+00,  0.000000000000000e+00,  2.081776678166372e+00,  1.649396259051679e+01, -3.050608814358447e-01,  1.242549106944608e+00,  2.963776603388752e+01
881         ,  1.760000000000000e+00,  1.637705855793642e+00,  0.000000000000000e+00,  1.387755830235482e+00,  1.921687424579765e+00, -2.253085122943523e+00,  1.628382602778380e+00,  1.457651001924752e+02
882         ,  1.340000000000000e+00,  1.458492620350097e+00,  0.000000000000000e+00,  1.017487110356714e+00,  1.443039070855981e+00, -2.675417915091811e+00,  1.298391185479176e+00,  1.419915580540467e+02
884         ,  7.000000000000000e-01,  8.308919570774942e-01,  0.000000000000000e+00,  4.308566955755843e-01,  4.591919351925782e+00, -2.537806456861070e+00,  1.547125818296689e-01,  5.568668206110794e+01
885         ,  1.400000000000000e+00,  1.625714621417476e+00,  0.000000000000000e+00,  1.084891659421777e+00,  7.860890515985339e-01, -3.950426709577781e+00,  2.083831966602335e+00,  1.395547501432200e+02
886         ,  1.940000000000000e+00,  1.474149838363824e+00,  0.000000000000000e+00,  1.521789613686247e+00,  8.580336042971410e-01, -2.222587595834951e+00,  1.936773099851540e+00,  6.288863886580300e+01
887         ,  6.600000000000000e-01,  9.378729128047162e-01,  0.000000000000000e+00,  8.812240151679436e-01,  5.678807439154429e+00, -3.269614177199331e-01,  2.725972440777759e-01,  2.525783454235679e+01
888         ,  6.799999999999999e-01,  1.017754662471210e+00,  0.000000000000000e+00, -3.310833111582305e-01,  1.180939745658606e+01, -4.337494172616466e+00,  1.220257534129972e+00,  3.817368732803918e+01
889         ,  3.180000000000000e+00,  3.255885865121478e+00,  0.000000000000000e+00,  2.629484884149863e+00,  2.431354229334954e+01, -7.453091079755966e-01,  1.420942256663630e+00,  5.173724693675372e+02
890         ,  1.120000000000000e+00,  1.097144698238546e+00,  0.000000000000000e+00, -1.756017928883810e-01,  1.001903958126450e+01, -1.802127233490441e+00,  1.188591916990119e+00,  3.272801574015575e+01
891         ,  1.640000000000000e+00,  1.456646546293260e+00,  0.000000000000000e+00,  1.630857056305030e+00,  6.012654985087728e+00, -3.021060856498798e+00,  1.545130805801712e+00,  7.866046524423527e+01
892         ,  6.400000000000000e-01,  7.554741179421927e-01,  0.000000000000000e+00,  4.651742622047478e-01,  9.457698166026876e+00, -2.604368124182028e+00,  1.253751228495165e-01,  1.232367544524011e+01
893         ,  1.740000000000000e+00,  2.029096906876695e+00,  0.000000000000000e+00,  9.702140525986159e-01,  1.230837020110476e+01, -2.461875151009709e+00,  2.374818294745602e+00,  1.743863113204308e+02
894         ,  1.220000000000000e+00,  1.568994225343765e+00,  0.000000000000000e+00,  1.006855401029485e+00,  5.447117312824517e+00, -2.193528858204641e+00,  1.776517131171344e+00,  1.081372459636122e+02
895         ,  9.600000000000000e-01,  1.294210039179648e+00,  0.000000000000000e+00, -5.382205714588589e-02,  6.528121991990041e+00, -5.324963068097257e+00,  1.137571802149594e+00,  1.613569456721734e+02
896         ,  6.400000000000000e-01,  1.121513277349114e+00,  0.000000000000000e+00, -5.072701250300582e-01,  1.937032326680304e+01, -1.914210927232197e+00,  1.131295609660472e+00,  1.932483610711727e+01
898         ,  4.999999999999999e-01,  1.027991450928397e+00,  1.974635862406873e-02,  5.064013770131566e-01,  1.642272541318665e+01, -1.819044366901407e+00,  1.891377140338039e-01,  5.969874504341539e+01
899         ,  7.200000000000000e-01,  1.031505055055683e+00,  0.000000000000000e+00, -1.525382656439874e-01,  1.657108922282636e+01, -5.824991517345359e+00,  1.155835395328401e+00,  4.170185543377502e+01
900         ,  1.000000000000000e+00,  1.228960712645602e+00,  0.000000000000000e+00,  4.168202162962679e-02,  2.457924765717670e+01, -2.458255127151959e+00,  1.105522706239050e+00,  1.951990852889507e+01
902         ,  3.700000000000000e+00,  3.350717581342305e+00,  2.000000000000000e-01,  1.983590443315312e+00,  3.616483253727522e+01, -1.815252492628614e+00,  2.065616105265475e+00,  5.677603748572262e+02
903         ,  1.800000000000000e+00,  2.198856757853920e+00,  0.000000000000000e+00,  7.472791064581936e-01,  3.786197963993846e+01, -4.602088452117735e+00,  1.104080253310434e+00,  2.757545331559538e+02
904         ,  4.799999999999998e-01,  4.787137901815136e-01,  0.000000000000000e+00, -7.741456491473031e-01,  4.806067833647067e+00, -3.698852216260977e+00,  1.318100701500043e-01,  7.223569592377575e+00
905         ,  1.660000000000000e+00,  1.066754462110240e+00,  0.000000000000000e+00,  1.212334304846978e+00,  1.308443944734530e+01, -2.934639343382772e+00,  6.336615686974559e-01,  2.364126609215676e+01
906         ,  3.880000000000000e+00,  4.472180971848990e+00,  0.000000000000000e+00,  2.645132025912316e+00,  2.803891272463355e+01, -1.813895119239928e+00,  1.249004945024337e+00,  9.231098568978069e+02
907         ,  2.960000000000000e+00,  1.548186196630479e+00,  0.000000000000000e+00,  2.046886536856173e+00,  7.896198623408925e+00, -6.784074493372766e+00,  1.318807938481104e+00,  1.581007152381976e+02
908         ,  7.000000000000000e-01,  7.579008052574847e-01,  0.000000000000000e+00, -2.604459537261584e-01,  1.269226830629056e+01, -1.989259792890424e+00,  1.816165206262379e-01,  1.325775051988772e+01
909         ,  9.399999999999998e-01,  9.558582914823140e-01,  0.000000000000000e+00,  4.661040779564479e-01,  1.200790803925379e+01, -1.741880336371406e-01,  2.514645490670411e-01,  1.923816086872886e+01
910         ,  1.000000000000000e+00,  7.240769157756543e-01,  0.000000000000000e+00,  2.413276553288263e-01,  6.048889240572940e+00, -4.394417420513994e+00,  1.019586204702802e-01,  5.353684622337485e+01
912         ,  1.660000000000000e+00,  1.318836451702359e+00,  0.000000000000000e+00,  1.040069952639541e+00,  9.550963944183206e+00, -2.189701389990333e-02,  1.298373959044280e+00,  2.291940830626259e+01
913         , -1.000000000000000e-01,  1.203801893359003e+00,  0.000000000000000e+00,  1.137113521432932e+00,  1.398901834686605e+00, -6.372225567208001e+00,  1.146972245740566e+00,  1.221051053159205e+02
914         ,  1.360000000000000e+00,  1.142381428073347e+00,  0.000000000000000e+00,  3.968187681061618e-01,  1.453515203589930e-01, -4.743115813095081e+00,  1.089870570176859e+00,  1.193077851564196e+02
915         ,  1.940000000000000e+00,  2.406696613956533e+00,  0.000000000000000e+00,  2.234820090567607e+00,  7.101380292858913e+00, -1.511211889405812e+00,  2.140375675702137e+00,  2.781083294524230e+02
916         ,  2.100000000000000e+00,  1.984765152957924e+00,  0.000000000000000e+00,  2.172932882562448e+00,  9.298106929776232e+00, -2.126955832652269e+00,  1.477489898902758e+00,  2.066444589702996e+02
917         ,  1.799999999999999e-01,  9.960290419375988e-01,  0.000000000000000e+00,  6.054194244889401e-01,  2.409096853370180e+00, -4.936719594571606e+00,  7.708765578299781e-01,  8.703940335351687e+01
918         ,  1.820000000000000e+00,  1.804395290256384e+00,  0.000000000000000e+00,  1.328351053557478e+00,  1.158873401564201e+01, -5.855834897279068e+00,  1.987066758134023e+00,  1.759224447025168e+02
919         ,  8.800000000000001e-01,  9.192521191543154e-01,  0.000000000000000e+00,  4.187125226014077e-01,  5.306008509576799e+00, -5.398075482277735e+00,  1.199375637717846e+00,  2.273652440011963e+01
920         ,  1.460000000000000e+00,  1.295404670788370e+00,  0.000000000000000e+00,  2.431114992982234e+00,  1.990553100893138e-01, -4.820143261711994e+00,  1.224647033891932e+00,  7.686087572784244e+01
921         ,  1.180000000000000e+00,  1.098040177517338e+00,  0.000000000000000e+00,  3.064133410202771e-01,  1.025643596533334e+01,  7.841907071498111e-01,  7.829587036297307e-01,  1.502930212830861e+01
922         ,  1.040000000000000e+00,  1.300930274784107e+00,  0.000000000000000e+00,  3.678834838501422e-01,  1.861943405013448e+01, -1.265092543735620e+01,  1.117107876918255e+00,  1.990191936061479e+02
923         ,  1.980000000000000e+00,  1.243071441110885e+00,  0.000000000000000e+00,  1.289258297709324e+00,  1.506948032666282e+01, -9.867419663397226e-01,  1.235384600896337e-01,  8.948772285606245e+01
924         ,  9.800000000000000e-01,  1.180006768429533e+00,  0.000000000000000e+00,  9.710547741908993e-02,  2.029889460269042e+01, -3.938674037757187e-01,  4.353690084343793e-01,  5.490327219271924e+01
925         ,  7.400000000000001e-01,  9.661000108289347e-01,  0.000000000000000e+00,  7.978973173204823e-02,  1.299227740541467e+01, -1.719455433566171e-01,  3.143765967680794e-01,  2.733574834944413e+01
926         ,  2.340000000000000e+00,  2.331735414748253e+00,  2.000000000000000e-01,  1.510462514564704e+00,  4.015036395626586e+01, -4.948376983426668e+00,  8.598312360105567e-01,  3.994479950263996e+02
927         ,  2.000000000000000e+00,  1.960615741961017e+00,  0.000000000000000e+00,  1.998612605435325e+00,  5.006654867879558e+00, -3.344801368150805e+00,  2.024954625030153e+00,  1.899089352463719e+02
928         ,  1.000000000000000e+00,  1.368260506904255e+00,  0.000000000000000e+00,  1.216812463096943e+00,  1.519302773823069e+01, -1.925380390282385e+00,  3.765289277336943e-01,  1.213226461229758e+02
929         ,  6.799999999999999e-01,  8.462712170849793e-01,  0.000000000000000e+00,  3.350011595774249e-01,  1.236205738165533e+01, -1.377537327981009e+00,  1.055218595742121e-01,  1.838770368743367e+01
930         ,  1.760000000000000e+00,  1.346340013274782e+00,  0.000000000000000e+00,  1.136104496457500e+00,  1.467450545283127e+01, -1.677760601467871e+00,  1.176047479993462e+00,  4.038153149551809e+01
931         ,  7.800000000000002e-01,  1.121605562566224e+00,  0.000000000000000e+00,  5.093105586454078e-01,  3.350469692359674e+00, -3.346094165892760e+00,  1.542580794223808e+00,  3.139702353819858e+01
932         ,  1.180000000000000e+00,  1.216577340982858e+00,  0.000000000000000e+00,  7.754721516480036e-01,  1.823954062332543e+00, -3.393364844001460e+00,  1.241260475633164e+00,  8.751041213913668e+01
933         ,  1.160000000000000e+00,  1.534032244807238e+00,  0.000000000000000e+00,  1.705779274547241e+00,  9.835805698903929e+00, -1.126958392871275e+00,  1.366214497206198e+00,  7.398017218716183e+01
934         ,  1.180000000000000e+00,  9.117318828639129e-01,  0.000000000000000e+00,  2.048686709221613e+00,  5.249633786005937e+00, -2.600526893583029e+00,  1.026538788137081e-01,  2.119528485870978e+01
935         ,  2.920000000000000e+00,  2.306648022575926e+00,  0.000000000000000e+00,  2.126484609869898e+00,  8.288634154142436e+00, -1.317414297804657e+00,  3.578521498507083e+00,  1.057615328891655e+02
936         ,  1.700000000000000e+00,  1.320801180708308e+00,  0.000000000000000e+00,  4.024115070103406e-01,  1.162009873568319e+01, -1.503902178162528e+00,  1.475399333499199e+00,  4.355433952336791e+01
937         ,  4.000000000000000e-01,  7.970025831298440e-01,  0.000000000000000e+00,  1.107356180732713e-01,  1.210352885168525e+00, -3.781864029419872e+00,  1.089571920032498e-01,  9.416135734269969e+01
938         ,  8.400000000000000e-01,  1.134716469440141e+00,  0.000000000000000e+00,  1.661245359950423e+00,  2.774622181780945e+00, -1.837331396426770e+00,  1.087722542626957e+00,  1.483927207836271e+01
940         ,  1.320000000000001e+00,  1.449204565802728e+00,  0.000000000000000e+00,  7.051748965555944e-01,  2.073520150416901e+01, -5.770224451283221e-01,  1.278953037027093e+00,  3.832695048143164e+01
942         ,  7.600000000000002e-01,  1.185171798226842e+00,  0.000000000000000e+00,  1.900853285464790e-01,  1.569431709179517e+01, -9.072609644132746e-01,  1.140399270304483e+00,  1.360898550739198e+01
943         ,  1.640000000000000e+00,  1.482848515033809e+00,  0.000000000000000e+00,  5.325368724117014e-01,  1.826680274037399e+01, -3.451467340055009e-01,  1.445637183380586e+00,  4.772796850414591e+01
944         ,  9.200000000000002e-01,  9.902482771895043e-01,  0.000000000000000e+00,  1.223360249816406e+00,  1.987129214734544e+00, -3.346720087219677e+00,  5.236497596268910e-01,  6.381528500387530e+01
945         ,  3.560000000000000e+00,  2.669211064801690e+00,  0.000000000000000e+00,  2.197416490079355e+00,  5.334747657739719e+00, -6.794543387645169e-01,  3.279909283154152e+00,  2.520027254515861e+02
946         ,  1.480000000000000e+00,  9.178365201995310e-01,  0.000000000000000e+00,  7.710831591722717e-01,  7.563486724700006e+00, -8.556455660878274e-01,  3.278617403365575e-01,  1.703459713899089e+01
947         ,  3.200000000000000e-01,  1.629342288860602e+00,  0.000000000000000e+00,  2.744042293896731e-02,  2.435405765933405e+01, -4.421695227544354e+00,  1.032031341787885e+00,  1.846072292777835e+02
948         ,  2.920000000000000e+00,  2.222712392158706e+00,  0.000000000000000e+00,  1.734069337601230e+00,  2.072931644304726e+01, -5.050424352263915e+00,  1.736996541576771e+00,  2.666395149403496e+02
949         ,  2.500000000000000e+00,  1.542039608934440e+00,  0.000000000000000e+00,  1.180328111890022e+00,  3.986975579636177e+00, -2.572747000474441e+00,  1.643201215515635e+00,  1.171072587422575e+02
950         ,  1.560000000000000e+00,  1.371765470684756e+00,  0.000000000000000e+00,  5.778549678527671e-01,  1.211302166437580e+01, -1.136786098651619e+00,  1.179753447272462e+00,  7.376199695723157e+01
951         ,  1.620000000000000e+00,  8.849959130986872e-01,  0.000000000000000e+00,  8.515841076937404e-01,  1.704462171850795e+01, -1.254486768520234e+01,  3.371504612695123e-01,  1.256518120575839e+02
952         ,  1.160000000000000e+00,  1.151216151232298e+00,  0.000000000000000e+00,  9.875286748202442e-01,  3.700374853729759e+00, -4.953765441353630e+00,  2.985483493715554e-01,  1.613444978116192e+02
953         ,  1.240000000000000e+00,  8.785136453490578e-01,  0.000000000000000e+00, -4.580519826455082e-02,  1.089247969728818e+01, -2.470341722482694e+00,  3.743478764182399e-01,  4.010749319097768e+01
954         ,  1.340000000000000e+00,  1.383544608401192e+00,  2.000000000000000e-01,  1.660756306919579e+00,  6.345041433479892e-01, -3.450541478983949e+00,  1.542518292909145e+00,  1.769036421821896e+02
956         ,  2.160000000000000e+00,  1.620416008204419e+00,  0.000000000000000e+00,  8.636183261437938e-02,  5.665241667793609e+00, -5.155079417609588e+00,  1.532223318946108e+00,  2.248025700951235e+02
957         ,  9.600000000000000e-01,  7.311191078312125e-01,  0.000000000000000e+00,  5.552795526274487e-01,  4.424644697022401e+00, -2.089821647814379e+00,  1.298596424868581e-01,  1.547272407824877e+01
958         ,  7.000000000000000e-01,  1.001973359284705e+00,  0.000000000000000e+00,  3.805287901918683e-02,  5.614772147124512e+00, -4.461496458426837e+00,  1.164938506920171e+00,  5.295797710994193e+01
959         ,  8.400000000000000e-01,  1.180224916637291e+00,  0.000000000000000e+00,  9.076907724783637e-01,  7.028094823428507e+00, -9.615685086129325e+00,  1.486814007089900e+00,  1.122345163925561e+02
960         ,  1.200000000000000e+00,  8.932129168830235e-01,  0.000000000000000e+00,  8.754542950825459e-01,  7.050852268746496e+00, -8.687575663876494e+00,  1.179539641072760e+00,  3.708320089632069e+01
961         ,  1.020000000000000e+00,  9.431065395026781e-01,  2.000000000000000e-01,  1.071726993036128e+00,  4.739445591793313e+00, -6.804787880275757e+00,  1.589631682686158e+00,  8.304893833754380e+01
962         ,  2.080000000000000e+00,  1.620166595144515e+00,  0.000000000000000e+00,  1.206609509260893e+00,  6.612285825575675e+00, -3.701841404935329e+00,  1.420408947333287e+00,  1.667102519527435e+02
963         ,  1.740000000000000e+00,  1.528287723497494e+00,  0.000000000000000e+00,  1.597917241508912e+00,  1.796440468843367e+01, -2.256964094611701e+00,  1.161762886175523e+00,  7.584127226836564e+01
964         ,  3.620000000000000e+00,  3.138240218003693e+00,  0.000000000000000e+00,  2.011423084847987e+00,  3.321124061522819e+01, -8.042146197510809e-01,  1.306919082127502e+00,  4.761304072641288e+02
965         ,  2.500000000000000e+00,  1.765991273896580e+00,  0.000000000000000e+00,  1.925436740960805e+00,  1.816254803814371e+01, -3.016926601572243e+00,  1.308851582308622e+00,  1.353953815601518e+02
967         ,  7.600000000000002e-01,  1.360998584017555e+00,  0.000000000000000e+00,  9.687066874875749e-01,  4.489279354090627e+00, -5.967649386144718e+00,  1.123921020240537e+00,  1.621281118209561e+02
968         ,  2.200000000000000e-01,  7.285574102966554e-01,  0.000000000000000e+00, -3.322788979098230e-01,  3.025808336543907e+00, -3.428187084624529e+00,  1.165467430101687e-01,  7.577923185309673e+01
969         ,  1.480000000000000e+00,  1.200486003419271e+00,  4.269549449370745e-02,  1.364341355832792e+00,  7.177311178553389e+00, -4.567149549180867e-01,  1.121834515953122e+00,  2.531437932448134e+01
970         ,  1.340000000000000e+00,  1.319304493101018e+00,  0.000000000000000e+00,  8.999129842034723e-01,  4.775082035353879e+00, -2.511105372981362e+00,  1.797674816199361e+00,  3.742533610525717e+01
971         ,  2.680000000000000e+00,  1.977258618444075e+00,  0.000000000000000e+00,  1.300211470997400e+00,  8.483761804269115e+00, -7.572735108851968e-01,  1.433540005005149e+00,  2.268653974007650e+02
972         ,  1.340000000000000e+00,  1.433271900627365e+00,  0.000000000000000e+00,  1.306466274454968e+00,  3.073383798336167e+00, -1.643522439925289e+00,  1.267798921801875e+00,  1.036829143155610e+02
973         ,  2.120000000000000e+00,  1.190515879685972e+00,  0.000000000000000e+00,  1.348257824532386e+00,  7.938768947689816e-01, -1.010975991310018e+00,  1.191619645031653e+00,  3.228163590004647e+01
974         ,  1.580000000000000e+00,  1.335915719612548e+00,  0.000000000000000e+00,  1.054243240751686e+00,  1.779633495952591e+01, -2.868628678605002e-01,  1.100595704316987e+00,  1.397725717166399e+01
975         ,  1.160000000000000e+00,  1.378609177144036e+00,  0.000000000000000e+00,  1.167969974315191e+00,  4.749282549825644e+00,  2.653087748474376e-01,  1.215338921736000e+00,  6.214954113196161e+01
976         ,  5.600000000000001e-01,  6.954144191416113e-01,  0.000000000000000e+00,  4.152288991600046e-01,  2.749221235675741e-01, -4.933461190271069e+00,  2.353289271334361e-01,  5.793539674882280e+01
977         ,  1.820000000000000e+00,  1.201077219489427e+00,  0.000000000000000e+00,  1.085638864467676e+00,  1.362234094516047e+01, -1.048154009014404e+01,  1.096151227010015e+00,  1.321540808347221e+02
978         ,  3.800000000000000e-01,  9.320553188160036e-01,  0.000000000000000e+00,  2.117943500322239e-01,  3.216340783491589e+00, -6.676874943901746e+00,  1.062963820302599e+00,  7.518770524227841e+01
979         ,  9.000000000000001e-01,  1.508267313369784e+00,  0.000000000000000e+00,  5.587168238244183e-02,  1.409261781412584e+01, -4.317801590002642e+00,  1.179205879856465e+00,  1.743856972012082e+02
980         ,  9.200000000000002e-01,  1.076267434818628e+00,  0.000000000000000e+00, -7.066168605266793e-02,  9.659439384546985e+00, -5.387962629129010e+00,  1.205750254726391e+00,  7.248970749915694e+01
981         ,  1.460000000000000e+00,  1.195401237167098e+00,  0.000000000000000e+00,  4.002799745402251e-01,  1.360225395809563e+01, -4.739162685070606e-02,  6.342385974289620e-01,  5.376484261185515e+01
982         ,  1.460000000000000e+00,  1.155319054256218e+00,  0.000000000000000e+00, -3.658014360744977e-01,  3.983595261055370e+01,  4.104832331810089e-01,  9.796912815638584e-02, -4.584302689232451e-01
983         ,  2.560000000000000e+00,  2.835354484089038e+00,  0.000000000000000e+00,  2.816181664291047e+00,  2.187905398189164e+01, -2.685396989988933e+00,  1.438507355798424e+00,  4.112027897467249e+02
984         ,  9.600000000000000e-01,  1.046813683003130e+00,  0.000000000000000e+00,  1.327248271543267e+00,  1.176621192669746e+01, -5.369932189510955e+00,  1.415185511408952e-01,  9.960977573257954e+01
985         ,  1.100000000000000e+00,  1.038825694410126e+00,  0.000000000000000e+00,  8.412765259022509e-02,  1.045596806937817e+01, -2.093020478720061e+00,  4.133177473080396e-01,  7.950170855917129e+01
986         ,  2.120000000000000e+00,  1.750159255786479e+00,  0.000000000000000e+00,  1.598964480374385e+00,  7.244177778204062e-01, -1.591225944336536e+00,  1.335259832189090e+00,  1.974143174471910e+02
987         ,  1.180000000000000e+00,  1.423639788933277e+00,  0.000000000000000e+00,  3.449605116881945e-01,  8.493004901250583e+00, -4.327093118937181e+00,  1.699341779386492e+00,  1.113205890079215e+02
988         ,  2.200000000000000e+00,  1.692264230352624e+00,  2.000000000000000e-01,  7.793427145752954e-01,  4.378761510461645e+01, -4.823863365346801e+00,  9.353957123269720e-02,  2.772185694994436e+02
989         ,  1.140000000000000e+00,  1.277228692002100e+00,  0.000000000000000e+00, -1.349175212960407e-02,  2.306247362237453e+01, -1.114931249947425e+00,  1.083416310623172e+00,  2.703663390831248e+01
990         ,  1.320000000000001e+00,  1.294802635452243e+00,  0.000000000000000e+00,  1.575473114276638e+00,  9.783046842259875e+00, -1.391228303505981e+00,  1.379674064818589e+00,  4.794949748856581e+00
991         ,  1.460000000000000e+00,  1.602329322422346e+00,  0.000000000000000e+00,  1.241580115759403e+00,  5.075827104966923e+00, -1.666919415531616e+00,  1.430762056904918e+00,  1.366627688180720e+02
992         ,  2.380000000000000e+00,  1.726218109246379e+00,  0.000000000000000e+00,  1.216811664806159e+00,  7.562381306691417e+00, -3.218311617378031e+00,  1.474120021263287e+00,  1.843210427586880e+02
993         ,  2.720000000000000e+00,  1.480153343511285e+00,  0.000000000000000e+00,  2.190409726873642e+00,  6.023436357702181e+00, -1.878579036946084e+00,  1.417359333045339e+00,  6.022786866502342e+01
995         ,  3.200000000000000e-01,  8.633669212949449e-01,  0.000000000000000e+00,  1.394863135749844e+00,  2.926709126235728e+00, -9.253429427721059e+00,  2.990168740302506e-01,  1.168323909831261e+02
996         ,  1.100000000000000e+00,  1.425854979137673e+00,  0.000000000000000e+00,  2.997462120189573e-02,  1.812572204703588e+01, -2.534123116407915e+00,  1.239764661587550e+00,  1.001526439378739e+02
